phrasing,intent,source
"Mfite umubano w'imyaka igera hafi ku mwaka, kandi niringira rwose umukunzi wanjye. Anfata neza, aransuzuma, akambwira ibintu biryoshye. Ariko iyo bigeze ku gufata imyanzuro mu buzima, numva atakuze cyane. ngerageza kuganira ibintu kugira ngo dufatanye mu masezerano cyangwa dufate imyanzuro myiza, ariko nta gitekerezo afite kandi ahitamo gukora ikintu cyose kugira ngo yirinde gutongana. Ku birebana n'iminsi, niba nta cyo mvuze, mbiteganya cyangwa mfite amafaranga yo kubikoresha, ntituzajyayo.",relationship_support,amod
"Njye n'inshuti yanjye twabanye neza cyane mu myaka igera kuri itatu. We aba mu Bwongereza, nanjye mba muri Amerika. Kuva umukunzi we yahagurutse ava muri Oregon ajya muri Scotland, naramurakariye. Kuva yaza mu buzima bwe, yaranyimye. Inshuti yanjye yabaga ahora ambwira ko yicuza, kandi nararambiwe.",relationship_support,amod
"Umukunzi wanjye ntazankoraho, ntazansoma mu gihe turimo kuryamana, ntazansambanya mu kanwa.",relationship_support,amod
"Mu mezi make ashize, jye n'umukunzi wanjye twahuye n'ibibazo bikomeye mu mishyikirano yacu, kandi mama yavuganye na we amagambo make.",relationship_support,amod
Ese ndi pedofil kuko ndamukunda kandi afite imyaka 18?,relationship_support,amod
"Nkunda umukobwa wanjye cyane, ndumva nduhutse nubwo ntekereza kuri we cyangwa nkamubona, ariko incuro ebyiri zose twagerageje gukora imibonano mpuzabitsina sinigeze nduhuka.",self_care_coping,amod
"Njye n'umugore wanjye twaratandukanye kuko nabajije niba yari afitanye isano n'inshuti ye y'umugabo. Bukeye bwaho, yarampamagaye. Yaremeye ko nsubiraho nyuma y'iminsi ibiri. Ejo, yavuze ko yifuza gutana, hanyuma ahita ahindura ibitekerezo. Namubajije niba uwo mugabo ari we wari ufite uruhare, ariko avuga ko atari ikibazo cyanjye.",relationship_support,amod
"Umukunzi wanjye arangwa n'urukundo, ariko nkamuhata buri gihe iyo agerageje kunkoma, kunkumbatira cyangwa kunkorera nkamuhata buri gihe.",relationship_support,amod
"Ndashaka ko umubano wacu ugenda neza nyuma yo gutandukana. Mbere yo gutandukana, yarabeshye cyane kandi arampisha amasezerano yose. Sinumva ko yampenze. Mu kwezi gushize, nabajije abagore bakoranaga, maze arambwira. Ejo, namenye ku mukobwa yavuze ko yari yibagiwe. Ese nagombye kurakara?",relationship_support,amod
"Ndizera ko uwo twashakanye afite ikibazo cyo kwikinisha no kuryamana mu bitsina. Yikinisha buri munsi, ndetse n'igihe ndi mu buriri ndyamye iruhande rwe. Turaryamana rimwe mu cyumweru. Ni umuntu w'umunyamujinya kandi ahangayikishwa n'ibyo akeneye. Ntiyigera ankoza ku mutima, kandi anfata nk'umukinnyi wa porunogarafiya, ashaka kunshyira mu maso cyangwa mu gituza.",sleep,amod
"Numva nararwanyijwe kandi nihebye. Ibyo si bishya. Mu kwezi kwa mbere twamaze turi kumwe, imibonano mpuzabitsina yabaye buri munsi.",sadness_low_mood,amod
"Twamaze umwaka wose turi kumwe, buri munsi tumarana igihe turi kumwe, uko akazi twaba dufite kaba kari kose. Yatangiye kumva ananiwe cyane kandi atakaje ibiro. Nanone yatangiye kwitandukanya n'abandi no kuba umuntu w'igitsina gore. Twaraganiriye, maze atangira kumubwira ko arwaye kanseri yo mu nda.",sleep,amod
"Ndi mu mubano na se w'umwana wanjye. Ndi umuntu ugira ishyari cyane. Ntitumvikana cyangwa ngo dukore ikintu na kimwe n'abandi bantu kubera jye. Kugira ngo umubano wacu ukomeze, nzi ko ngomba kureka kugira ishyari, ariko sinshobora. Ni gute nshobora kurengaho ibyo bibazo?",relationship_support,amod
"Ndi mu kigero cy'imyaka 20, maze umwaka wose mpura n'umukunzi wanjye. Umukunzi wanjye ahora ari we muntu mwiza cyane kugeza vuba aha. Yatanze ibitekerezo nka ""urifuza ko ugaragara neza nk'umukobwa wa Tumblr"" cyangwa ""ugomba gutangira gukora imyitozo myinshi"".",relationship_support,amod
Umukunzi wanjye aracyari inshuti z'abahoze ari abagenzi/abakundana kuri Facebook bakunda no gutanga ibitekerezo ku byo banditse. Ibyo bituma ngira ishyari kuko ntinya ko bashobora kongera kubonana.,anxiety_worry,amod
"Umugore wanjye akora amasaha y'ikirenga ku munsi, bityo numva ndi wenyine. Nkunda umugore wanjye n'umutima wanjye wose, ariko sinumva ubucuti twari dufite mbere. Ntitugikora imibonano mpuzabitsina, ibyo bintera impungenge cyane. Nagize inshuti magara n'umukozi dukorana, ibyo nzi ko bidufasha. Nta kintu kizagendaho, ariko hari igitekerezo.",relationship_support,amod
"Umugabo wanjye w'imyaka umunani akaba n'umubyeyi w'abana bacu babiri, ni umushoferi w'ikamyo. Ntiyigera aba mu rugo kandi atanga gusa amafaranga umuryango wacu ukeneye. Nta kindi kintu gifasha.",sleep,amod
"Njye n'umukunzi wanjye tumaze umwaka tubonana. Ndumva mpangayitse iyo mbonye aganira n'abandi bakobwa. Sinigeze ngira bene ako kageni mbere. Sinkunda ibyo byiyumvo. Yavuze ko ishyari ryanjye ryatuma umubano wacu ugira ibibazo. Namubwiye ko ntashobora guhangana n'ibyo byiyumvo. Sinzi aho bituruka, ariko uko ni ko numva, nagerageje kubireka, ariko sinshobora. Nkunda uyu musore cyane, ariko mfite ubwoba ko ndimo guhungabanya umubano. Ni ubupfapfa gusa.",overwhelmed_identity,amod
"Njye n'umugabo wanjye turi mu myaka 40.Turi mu muryango w'imyaka 17. Mu byumweru bitatu bishize, yavuze ko ankunda ariko ntankunda. Yari agiye kunsiga, ariko avuga ko yabitekerejeho maze ahitamo kugumaho. Sinzi uko nongera kumva. Nakora iki ngo ibyo yavuze ntababare cyane?",relationship_support,amod
"Hari ibintu by'ingenzi yakoze mu ntangiriro z'imishyikirano, n'ibyo yari yemeye kugerageza gukora, ariko ubu ntazabikora.",relationship_support,amod
"Ndi umugore, kandi mfite ubwoba bwo gukora imibonano mpuzabitsina. Ntinya ko nzatuma uwo tubana adakora ibintu. Ntekereza ko atekereza ko ntari isugi. Nanone ntinya ko azamwiheba kubera umubiri wanjye wambaye ubusa. Sinshaka ko uwo tubana atekereza ukundi ku birebana nanjye kuko ntinya ko nzagira imibonano mpuzabitsina.",anxiety_worry,amod
"Ndi umugabo, ariko naryamanye n'incuti yanjye. Numva mfite icyaha, ariko nanone numva nta cyo maze. Ese ni ngombwa ko numva mfite icyaha? Ni umubiri wanjye, kandi mfite uburenganzira bwose bwo gukora ibyo nshaka.",relationship_support,amod
"Igihe nakuriraga, mama na papa bahoraga bajya impaka. Ibyo byatumye ntangira kugirana ibibazo byo kwizera. Ntekereza ko bizagira ingaruka ku mishyikirano yanjye ubu kandi bikarangira vuba kurusha uko nifuza.",relationship_support,amod
"Twabyaye umwana wacu wa mbere mu myaka 15 ishize, kandi kuva icyo gihe, imibonano mpuzabitsina ntiyaba ihari. Ibi biba buri mezi atatu cyangwa ane gusa. Twagiye mu buvugizi, kandi nabwiwe kenshi ko azaza. Ntiyaza, kandi numva ndi wenyine cyane!",relationship_support,amod
"Mfite imyaka ibiri mpura n'umusore, ndamukunda ariko sincyarizi, ndi mu kigero cy'imyaka 20, kandi nabana na we mu gihe kinini cy'imishyikirano yacu, nagiye njya kuganira n'inshuti y'umusore, kandi numva akunzwe cyane kurusha umukunzi wanjye.",relationship_support,amod
"Hari igihe aba hanze ijoro ryose ariko ntabibwire. Dufitanye umwana w'umuhungu, nanjye nkaba ndi kumwe na we mu rugo. Avuga ko ntabyo nkora. Twamaze umwaka n'igice turi kumwe. Mfashe inda nyuma yo kuba kumwe ukwezi kumwe. Twarimukiye hamwe igihe twabyaraga umuhungu wanjye muri Nyakanga. Ibintu byose byari byiza, hanyuma atangira kuba hanze. Hanyuma atangira kudamarana igihe n'umwe muri twe. Gusa sinzi niba hari ikintu kibi ndimo nkora.",overwhelmed_identity,amod
"Njye n'umukunzi wanjye dufite umubano mwiza nk'uwo buri mukobwa wese yifuza, ariko mu minsi ishize byahindutse. Ndumva nta muntu unshishikaza cyane kandi nta miryango. Akora cyane kandi ajya mu myitozo ngororamubiri cyane (ni umukinnyi wa football mu cyiciro cy'imbere), ariko nta mwanya afite wo kunshakira. Tuba turi kure y'umuryango amasaha abiri, kandi iyo mvuye mu rugo njya kureba umuryango, arantumvira ubutumwa ati ""ibyo ushaka byose"" kandi ""nsigara wenyine"". Ariko iyo turi kumwe, byose biratunganye. Nta mirwano cyangwa ikindi kintu. Nkunda uyu mugabo, ariko sinkunda ko amfata.",relationship_support,amod
"Mfite imyaka icumi nshatse. Umugabo wanjye aranduta imyaka 29. Dufite umukobwa muto. Kuva avuka, umugabo wanjye ""yarafunze"". Nta bucuti dufitanye; ntampfukamira.",sadness_low_mood,amod
"Umukunzi wanjye w'imyaka itanu yambwiye ko yanshutse mu gihe cy'imishyikirano yacu tumaze gutandukana. Kuva icyo gihe twarongeye kubana kandi turagerageza kubikora. Sinzi uko namwizera ubu, ariko rwose nifuza ko bigenda neza, kandi bisa n'aho na we abikora. Ariko ibibazo by'ubudahemuka bwanjye biragenda bibangamira kandi bikateza ibibazo.",relationship_support,amod
"Ndi mu rukundo n'umukunzi wanjye kandi nawe ari umukobwa. Namukunze mu mezi make. Ni urukundo rwa mbere nari mfite. Twakundaga kuganira umunsi wose n'ijoro kuri telefoni no kuri Facebook. Numvaga ko na we anyumvaga kimwe, ariko naribeshye. Buri gihe nifuzaga kumukoraho mu buryo bwimbitse no kubana na we ubuzima bwanjye bwose. Ariko inzozi zanjye zose zirasenyuka amaze kugirana ubucuti n'umusore.",relationship_support,amod
Mperutse kubwirwa n'uwo duhuje imishyikirano ko ari ibiteye isoni kuba ndi umuntu udashyikirana n'abandi mu muryango we n'incuti ze.,relationship_support,amod
"Njye n'uwo twashakanye twamaze imyaka irenga ibiri dufitanye umubano mwiza cyane. Turi abantu bashyize hamwe kandi duteganya kubaho igihe kirekire cyane. Ariko mu minsi ishize, yari yarabaye umunyakuri kandi yarabaye umunyakuri avuga ko atongeye kunyitaho. Avuga ko ibyo byabaye mu mishyikirano yose ya kera kandi ko yabirangije. Azi ko ari uko ari ""umuntu umwe"" ariko se ibyo ashobora kubirengaho ate?",sleep,amod
"Njye n'umugore wanjye dufite umubano mwiza uretse ubuzima bwacu bwo gukora imibonano mpuzabitsina. Turi abantu b'inyangamugayo kandi b'inyangamugayo, kandi mu by'ukuri yumva ameze nabi kuko atifuza gukora imibonano mpuzabitsina. Nta cyifuzo afite. Nta na rimwe yigeze agira orgasme. yumva ameze nk'umugore mubi kandi atinya ko nzamuhemukira. Ntamenye impamvu. Igihe duheruka gukora imibonano mpuzabitsina, yararize arira kandi yumvaga ameze nabi kandi atazi impamvu yararize.",anxiety_worry,amod
"Twaraganiriye, turaganira, ariko tukongera gutangira. Twarakomeje, cyangwa ni uko nabitekerezaga. Twese turi abaseribateri dufite ibibazo mu mubano wacu. Ntitwigeze dukora imibonano mpuzabitsina; twohereza amafoto menshi tuganira ku byo dukora dufatanyije. Umugore we yarabimenye, aramubeshya kandi ntiyavuga ko ari urukundo. Sinashoboraga kureka kumwibuka. Turakomeje.",relationship_support,amod
"Umukunzi wanjye w'amezi atanu avuga ko ankunda cyane kandi ko ankunda, ndabyemera. Ni umwe mu mishyikirano myiza nagize mu gihe gito, ariko yarabimbye cyane. Azambwira ko azahagarika kubeshya, kandi mugihe avuga ibyo, arimo ahisha ikintu cyangwa abeshya ku kintu runaka. Icya mbere, byari ku mukobwa. Yihishe ubutumwa bugufi avuga ko ari inshuti kandi ko ari ikiganiro cy'ubucuti igihe yari umukobwa yigeze gushishikazwa. Ikurikiraho ni umukobwa wahoze ari umukunzi we.",sleep,amod
"Nari nandikiye umusore utari umukunzi wanjye, umukunzi wanjye aramenya. Twakoranaga, ajya ku kazi akabwira buri wese ko namuhemukiye. Mvuye mu nzu. Hari ibibazo byambayeho mbere, kandi numva ko ari jye ubwanjye ikibazo. Kugira ngo tugende, ashaka ko nsinya amasezerano yanditse agaragaza ibintu adashaka ko nkora. Ndumva ko ari byiza ko ndeka ubucuti cyangwa se ko ngomba kugenda.",relationship_support,amod
"Mu kwezi gushize, nasanze umukunzi wanjye arimo kohereza ubutumwa ku mukobwa we w'umusaza wahoze akundana mbere yanjye. Yamuha impeta y'isezerano igihe bari kumwe, kandi yari agifite ihishe mu isanduku ye y'ibyibutsa mu cyumba cy'umwana wacu. Nabonye ibintu byinshi kuri telefoni ye, ariko byankoze ku mutima cyane. Yakuyeho ubutumwa bwose uretse bubiri. Sinashoboraga kwihanganira gutekereza ko barimo bavugana ku bihe bya kera cyangwa ikindi kintu nk'icyo. Birantera ubwoba cyane, kandi sinshobora kureka kubitekerezaho.",relationship_support,amod
"Maze imyaka 20 nshyingiranywe, jye na we twarashutse, maze imyaka 14 yose ndayiha, maze ubuzima burantera ubwoba, ndananirwa, maze igihe namaraga gukanguka, yumva ko namuhindukiriye.",sadness_low_mood,amod
"Umukunzi wanjye aherutse kubona ikinyabupfura. Ndankunda cyane, ndacyanga.",relationship_support,amod
"Nyuma y'iminsi mike, umugore wanjye ntiyari azi neza uko yumva ameze kubera ibibazo by'ubucuti bwa hafi. Amaze gutekereza ku bintu byose, yaje kubona ko atakiri ""mukunde"" cyangwa ngo ankunde mu buryo bw'urukundo. Ahubwo afite urukundo rwa platoni kandi anyitaho gusa nk ""umuryango. "" Icyo gihe, yavuze ko urugo rwacu rwarangiye.",relationship_support,amod
"Sinzi uko byagenze. Njya ahantu runaka nkakora ibintu ariko nkumva ndi wenyine. Sinagira incuti, kandi buri gihe ni jye woherereza abantu ubutumwa kandi nkababuza amahwemo.",relationship_support,amod
"Nkunda umukunzi wanjye n'ikintu cyose cyatuma imibonano mpuzabitsina ibaho, ariko iyo bigeze ku kwibasira, ndacyanga. Sinzi impamvu, ariko nifuza ko biba birangiye. Ndumva nshaka kurira. Sinzi impamvu ntishimye kuko inshuti zanjye zose zibyifuza.",sadness_low_mood,amod
"Igihe namenyaga ko yari afite incuti nshya yamwohererezaga ubutumwa, sinamwizeye, ariko namushinje mbere y'uko menya ko ari igitsina gore kandi ko nta kintu na kimwe cyabaye.",relationship_support,amod
"Mfite umubano urenga umwaka. Yaranshutse kandi arambeshya. Numvise ko yashyingiranywe, ariko avuga ko atari byo. Ibintu byose birimo kugenda neza no kugenda nabi; nta cyizere. Vuba aha yagiye mu rugendo, ndamusezeranya ko nzitwara neza kandi sinjye unywa kuko iyo nywa, nywa byinshi cyane, kandi nkunda gufata amahitamo mabi. Kuri iyi nshuro nakoze ikosa rikomeye: naranywe cyane, ndamuhemukira. Naraye n'undi mugabo iminota igera kuri itanu mbere yo kumenya icyo nari nkora",overwhelmed_identity,amod
"Ubu maze imyaka umunani ndi kumwe n'umugabo wanjye. Twahukanye inshuro ebyiri mbere y'aho, kandi ubwa mbere ni uko yanshutse. Namusubije nyuma y'amezi make, kandi rwose yagerageje kunsubizaho byinshi binyuze mu guhindura byinshi. Ariko kandi, twakomeje kugira ibibazo kubera ko ntazigera nizera.",sleep,amod
"Mperutse gushaka umugabo wanjye. Mfite abana bane, kandi aranyemera n'abana banjye. Ndashima ko akunda abana banjye nubwo atari abawe. Ubu dufite ibibazo mu mubano wacu kubera amateka yanjye. Ndabizi ko imibanire yose igira ibibazo, ariko hari igihe numva ko ntazagira icyo igeraho iyo nta kwizerana. Biragoye ko ndeka kubera ko mukunda, ariko ndambiwe.",sleep,amod
"Njye n'umukunzi wanjye tumaze ibyumweru bike tutaryamana. Yasabye ko bakuraho cyst mu bice by'amaraso. Nagiye nshaka kuryamana na we mu gihe runaka ubu, kandi biranshuka ko ntashobora kumuryamana.",anxiety_worry,amod
"Papa wanjye yahembye mama imyaka 13. Sinashobora kureka gutekereza ko umukunzi wanjye ashobora kunyahembya nubwo nzi ko atari we. Mfite uburyo bwose bwo kubona telefoni ye, imbuga nkoranyambaga n'imeri ye. Sinigeze mbona ikintu na kimwe, ariko mpora mpora nsuzuma niba bishoboka. Ibyo mbihagarika nte?",relationship_support,amod
"Umugabo wanjye ahora akora akazi, ariko akazi akora kuva mu gitondo kugeza nimugoroba, kandi yirengagiza umuryango we. Iyo hari icyo nshaka gukora, ngomba gushaka umurezi, ariko akora ibyo ashaka.",relationship_support,amod
"Njye n'umugore wanjye duherutse gushaka, hashize amezi 2 gusa. Twari dufite ibibazo ku bijyanye n'imibonano mpuzabitsina, cyane cyane kubura libido. Yifataga imiti yo guhangayika, iyo libido yagabanutse ari ingaruka mbi, ariko ntekereza ko ikibazo cyacu nacyo ari kimwe mu bigize kubura intimita/urukundo rwibanda ku gahunda yanjye y'akazi. Ubuzima bwacu bwo mu mibonano mpuzabitsina bwagize ingaruka mbi. Uyu munsi yakoze ibishoboka byose kugira ngo ambwire ko yifuza gukora imibonano mpuzabitsina, ibyo bikaba ari ibintu bikomeye.",anxiety_worry,amod
Mfite ikintu gitangaje cyane gituma ntinya kubitubwira.,anxiety_worry,amod
"Umukunzi wanjye ntashobora kureka kubaho mu buzima bwanjye bw'ibitsina by'ibitsina, avuga ko ankunda ariko ko gutekereza ku buzima bwanjye bwa kera ari ibintu biteye ishozi kandi bimurangaza mu buryo bw'ibitsina, avuga ko yagombye kuba yarashakanye n'abantu batandukanye.",relationship_support,amod
Nta busambanyi mfite kubera ibibazo by'ubuvuzi. N'ubu ndafunze burundu kandi buri wese ndabufunga. Ndetse nabwiye umugabo wanjye ko nifuza gutana kuko ari byo natekerezaga ko ashaka kumva. Ariko byankoze ku mutima igihe namenyaga ko agiye kubona undi muntu.,sadness_low_mood,amod
"Mfite ikibazo cyo kubura sekuru, nkeneye ubufasha kugira ngo mbone uko mbyifatamo, ariko sinzi niba nshobora kwishyura ubufasha.",overwhelmed_identity,amod
Nyogokuru na musaza wanjye bombi bapfuye imyaka 11 ishize kandi rimwe na rimwe nijoro sinshobora kureka kurira mu gihe ntekereza ku byiza twibutse ariko ntabwo nzongera kubireka.,sleep,amod
"Umwaka ushize numvaga nta byiringiro mfite. Nta mishyikirano myiza mfitanye na mushiki wanjye. Mperutse gupfusha mama, kandi ibyo byongereye agahinda kanjye.",overwhelmed_identity,amod
"Ibyabaye mu gihe cyahise biranshimisha cyane kuruta uko bimeze ubu. Ibintu byose byabayeho mu gihe cyahise biranshimisha cyane; nkumva nkaba ndi mu bwenge bw'ibyiyumvo. Ariko amaherezo, birambabaza cyane iyo menye ko ibyo nibuka byose (n'inshuti yanjye magara yampaye) byagiyeho iteka ryose.",sadness_low_mood,amod
"Umugore wanjye arashaka kugenda. yemeye kugaruka akampa akanya gato. ndetse avuga ko yizeye ko nshobora kubikora. Twahambye umwana wacu w'imfura muri Jan 13 ishize. ntiyigeze abirengagiza. bityo buri mwaka muri iki gihe, arushaho kugira ibyiyumvo akavuga ko atekereza ko ankunda, ariko nyuma yaho dusubira mu buzima busanzwe.",relationship_support,amod
Ni iki nakora ngo ndeke kuririra mama? Iyo ndi maso ndarira buri munsi. Nta muntu mfite wo kuvugana na we. Nkeneye ubufasha; ndacyamuririra. Ese nzareka kurira? Hashize imyaka 3?,self_care_coping,amod
"Nubwo incuti yanjye yari yarabimburiye imiti, nabonye ko yari yarabimburiye imiti yo guhangayika.",anxiety_worry,amod
Umukazana wanjye mushya aherutse kumenyesha ko arimo kunywa urumogi mu gihe atwite kubera ubumuga bwo mu gitondo. Ndashenguwe n'inkuba kandi sinzi uko nzitabira.,self_care_coping,amod
"Mama arwaye Alzheimer, kandi arasaze kandi arangwa n'ubugome ku bantu bose, kandi buri gihe asaba ibintu bidashyize mu gaciro, bidafite icyo bisobanuye. Ndumva nduhutse kandi ndashavuye cyane, ariko nyuma yaho numva mfite icyaha kuko nzi ko atari ikosa rye.",self_care_coping,amod
"Mama arwaye indwara ya Alzheimer, kandi ndabona ko yabuze ubushobozi bwe bwo gutekereza. Nubwo nzi ko atari we wababaye, ndacyafite ikibazo cyo gutandukanya ibyiyumvo byanjye byo kwiheba no kwiheba, iyo mama asa n'utazi ibitekerezo byanjye n'ibyifuzo byanjye, kandi bisa n'aho",overwhelmed_identity,amod
"Mfite mama ukomeza kunyobora nubwo mfite imyaka hafi 30. Nashakaga kwimuka nkabaho ubuzima bwanjye, ariko numva ko igihe cyose nkora ibyo mama ashaka umubano wacu ukwiriye. Si byiza ko ntakora ibyo ashaka. Sinzi uko ntangira gufata imyanzuro yanjye bwite ntita ku byo abona ko ari byiza. Ese byaba byamfasha kuganira n'umuntu kuri ibi?",anxiety_worry,amod
"Nzi ko yari amaze imyaka myinshi. Yari afitanye ubucuti na mubyara wanjye igihe twahuye. Abana banjye bamubonaga nk'umusaza wabo. Ku munsi wa Halloween 2014, mama wanjye yapfuye azize kanseri. Mama na papa bari bakiri bashyingiranywe igihe yapfaga. Umugenzi wanjye yari ahari igihe cyose nabaga mpanganye n'icyo kibazo n'ubundi ndwara ya kanseri. Yaranshyigikiye cyane mu buzima bwanjye n'ubw'abana banjye, ariko ubu mu kwezi gushize, papa yambwiye ko akunda cyane umukunzi wanjye kandi ko yifuza kumushyingira.",overwhelmed_identity,amod
"Ndi umukobwa w'ingimbi cyangwa umwangavu w'ingimbi, kandi nakunze umukobwa umuto kundusha imyaka mike. Nanjye arankunda, ariko muri iki gihe ntituri kumwe mu buryo bw'umubiri. Nanjye natekereje kuzaba transgender vuba, ariko umuryango wanjye ntanyemera, ku buryo mu by'ukuri sinzi icyo nakora kuri ibyo kuko numva ngomba guhora nihisha uwo ndi we koko. Birambabaza cyane guhisha uwo ndi we koko. Nakora iki?",self_care_coping,amod
"Umuvandimwe wanjye mukuru (ari mu myaka 60) yatangiye gukundana n'umugore ufite indwara ya Asperger. Ni umugore w'igitsina gore kandi ureshya. Ntiyumva imipaka. Bamaze amezi make bakundana, kandi avuga iby'ishyingiranwa. Hari undi muvandimwe n'umugore we bamuhuriye, kandi bavuze ko atazigera atumirwa. Umuvandimwe wanjye ahora atoranya abagore bameze batyo. Mbese tuvugisha ukuri kandi tugashyira mu kaga ko gutakaza umubano?",relationship_support,amod
"Ndi ingimbi cyangwa umwangavu, kandi nzi akamaro k'amashuri ngiye kwiga, ariko uko nagerageza kose, umuryango wanjye utekereza ko nta cyo nagerageje gukora.",self_care_coping,amod
"Ndi ingimbi. Umuryango wanjye wose ukeneye ubuvuzi bwo mu muryango, kandi birashoboka cyane ko ari ubuvuzi bwa buri muntu. Ababyeyi banjye banze kugira icyo bakora, kandi ndambiwe. Ese hari uburyo nabona bwo kubikuraho?",sleep,amod
"Buri joro jye n'umukunzi wanjye turwana ku kibazo kimwe, kandi ambwira ko iyo ngiye gusura mama mu mahanga, ntazongera kumubona igihe nzagaruka.",relationship_support,amod
"Njye sinkunda mushiki wanjye. sinigeze ndamubabaza, ariko iyo mbishobora, nifuza ko tutari incuti. Ese ibi birakomeye? kuki amaraso agomba gutuma tuba inshuti? ese ndi umuntu utumva kandi hari uburyo bwo kubikemura?",relationship_support,amod
"Umugore wanjye na mama bafite amakimbirane akomeye. mu minsi ishize, bagiye bagira amakimbirane mato. Urugero, umugore wanjye yanyitotombera ko mama ari umunyabyaha cyane; mama yanyitotombera ko umugore wanjye ari umunebwe. Ariko, mu minsi ishize, byarakomeje. Ntekereza ko impamvu ari uko umugore wanjye yigeze kumusubiza. Ubu, amakimbirane mato arushaho kwiyongera, bigatuma havuka amakimbirane akomeye. Nakora iki?",self_care_coping,amod
"Mu cyumweru gishize, jye n'umukunzi wanjye twarwanye. Yafashe imyanzuro mibi myinshi, ubu akaba ari mu bitaro. Ndya gake cyangwa ndyama kuko mpora mpangayikishijwe na we. Abandi bose mu buzima bwanjye bavuga ko ngomba kumwibagirwa nkagenda.",sleep,amod
"Kuva mama apfa, umuryango wanjye wanfataga nk'umunyamahanga. Ubu mpangayikishijwe n'uko data azajya mu kigo cy'abakecuru. Niba ibyo bibaye ntekereza ko nzashobora kubyihanganira jyenyine. Nakora iki? Nzakenera ubufasha n'inkunga by'umuryango wanjye.",relationship_support,amod
"Twakodesha ababyeyi b'umukunzi wanjye. Se araza atadutangarije, aguma mu rugo igihe kirekire. Akinjira iwacu tutari kumwe buri munsi, akajyana imbwa zacu iwe. Akuraho amabaruwa yacu. Nta mipaka afite. Ni umuntu w'impuhwe, w'umunyamahane, w'umunyamahane. Atekereza ko buri mpera z'icyumweru azaturera iruhande, atanga inama zidakenewe ku birebana no kurera abana kandi ntiyubahiriza ubuzima bwacu bwite na gato. Yinjira nta muburo. Afite urufunguzo kandi yinjira mu nzu yacu atamubajije.",self_care_coping,amod
Mfite imyaka mike mpura n'umuvandimwe w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore w'umusore,relationship_support,amod
"Papa ntakunda ko ndi umuhungu. Buri munsi arantuka kubera ibyo, akambwira ko ndi umunyamwaga kandi ko ndi umuntu w'imbaraga nyinshi. Ndumva nihebye cyane kubera ko papa arantuka. Akomeza kumbaza impamvu ntashobora kuba umuntu wishimye nk'uko ndi, kandi buri munsi arantuka. Ese ibyo bifatwa nk'ibitotezo mu byiyumvo?",sadness_low_mood,amod
Ese ni gute nakwiringira undi mugore? Nabonye ko buri gihe nsoma hagati y'imirongo n'undi mugore wese mpura na we. Mfite ikibazo cyo kugirana na buri wese imishyikirano bitewe n'uburiganya bwe n'ubushake bwe bwo kuvuga no gukora ikintu icyo ari cyo cyose kugira ngo antegeke ibyiyumvo byanjye.,overwhelmed_identity,amod
"Mu kwezi k'Ukuboza uyu mwaka, namenye ko ntari narigeze numva ndi umugore.",overwhelmed_identity,amod
"Mfite abavandimwe batatu. Mama arabakunda, ariko jye si ko ankunda. Buri gihe arantuka, ariko iyo bigeze ku bavandimwe banjye, abavugisha. Buri gihe ndarira mu cyumba cyanjye.",sadness_low_mood,amod
"Buri gihe iyo umuryango wanjye n'inshuti zanjye bagiranye amakimbirane, ni jye ubafata nk'intwari. Ni jye babahamagara ngo ndwane na bo. Ibyo ndabikora nubwo mpanganye n'ikibazo cyo kwizera abantu ndwanira. Ndi mu myaka 20 gusa.",relationship_support,amod
"Ubu mfite imyaka 20 n'umukunzi wanjye w'imyaka 7 kandi nifuza gutangira ubuzima. Mama wanjye arankunda cyane kandi arankunda cyane. Afite indwara ya diyabete yo mu bwoko bwa 1, akoresha kugira ngo anshinja icyaha niba naramutaye. Ikibazo ni uko nzumva mfite icyaha.",relationship_support,amod
"Ariko kandi, akenshi mba mfite ubwoba bwo kumubwira ikintu cy'ibanga kuko cyangwa ntamutega amatwi, cyangwa ngo agire icyo avuga ku bimwerekeyeho, cyangwa ngo yirengagize ibintu, ndetse n'iyo ari ku birebana n'ubuzima bwanjye bwo mu mutwe.",anxiety_worry,amod
"Iyo ndwaye, numva ko hari ibintu byinshi byambayeho, ariko iyo ndwaye, numva ko hari ibintu byinshi byambayeho, kandi ko hari ibintu byinshi byambayeho, nk'uko nagiye mbikora, nkumva ko hari ibintu byinshi byambayeho.",anxiety_worry,amod
"Nkunda igitsina cyanjye, ababyeyi banjye ntibabyemera, sinzi uko mbwira abandi kuko ntinya ko batazankunda.",anxiety_worry,amod
"Mfite akazi k'akazi k'uburyo bubiri, njya mu ishuri ryigisha ubutabera mu by'amategeko. Mu mpeshyi, data yagize ikibazo cy'ihungabana. Byari biteye agahinda kenshi. Data ntameze nk'abandi, umuryango wanjye urwana buri munsi.",sadness_low_mood,amod
"Ubu afitanye ubucuti n'umukunzi we, amaze imyaka irindwi afatwa mu gihe cyo kwiheba no guhangayika mu by'imibereho.",sadness_low_mood,amod
